,cycle,amb_temp,date_time,voltage_battery,current_battery,temp_battery,current_load,voltage_load,time,capacity,trip
56,185,24,"01 May 2008, 08:16:03",3.409832097176257,0.0002035420338337,36.73387962246392,0.0006,0.0,3238.766,1.710533351135192,B0005_discharge.csv
57,189,24,"01 May 2008, 13:14:24",3.417268005174641,-0.0052411334504423,36.8279861699404,0.0006,0.0,3240.14,1.706014499648521,B0005_discharge.csv
58,193,24,"01 May 2008, 18:11:10",3.421833588845415,-0.0004575840517457,37.08800148686054,0.0006,0.0,3230.109,1.7003110272642588,B0005_discharge.csv
59,197,24,"01 May 2008, 23:10:15",3.4271424058700943,-0.0023235003753126,36.75804958950036,0.0006,-0.0,3229.7810000000027,1.6945798601797897,B0005_discharge.csv
60,201,24,"02 May 2008, 03:53:34",3.438178718052601,-0.0014329663334651,36.66588768076837,0.0008,0.0,3212.469,1.6849029086609286,B0005_discharge.csv
61,205,24,"02 May 2008, 08:44:40",3.465640472585762,-0.0019285628025814,36.22708832315917,0.0006,0.0,3213.219,1.6744741591159715,B0005_discharge.csv
62,209,24,"02 May 2008, 13:43:05",3.4449859354526846,-0.0007476535284193,36.83574345076078,0.0006,0.0,3203.578,1.6745692479879102,B0005_discharge.csv
63,213,24,"02 May 2008, 19:07:48",3.467467091298206,0.0002387859433462,36.31129508167242,0.0006,0.0,3195.125,1.663716375981405,B0005_discharge.csv
64,215,24,"02 May 2008, 23:24:17",3.4717300013545747,-0.0009780784437815,36.57728194283014,0.0006,0.0,3195.312999999994,1.659013868748246,B0005_discharge.csv
65,219,24,"03 May 2008, 04:13:08",3.466070335739485,-0.0016712152512748,36.61716358490872,0.0006,0.0,3186.297,1.6538540573335014,B0005_discharge.csv
66,223,24,"03 May 2008, 09:10:19",3.485289154748911,0.0001452940785125,36.285029218085896,0.0006,0.0,3176.438,1.642653782130131,B0005_discharge.csv
67,227,24,"03 May 2008, 14:04:34",3.480022171118444,-0.0038821236720408,36.404097755139176,0.0006,0.0,3167.593,1.6378578430223698,B0005_discharge.csv
68,231,24,"03 May 2008, 18:58:13",3.4875727291181726,-0.0044309658548966,36.33612654330331,0.0006,0.0,3167.719,1.6327350407099108,B0005_discharge.csv
69,235,24,"03 May 2008, 23:42:30",3.4845831403089607,-0.0027795070780482,36.42204257964045,0.0006,0.0,3159.077999999994,1.6277528915533617,B0005_discharge.csv
70,239,24,"04 May 2008, 04:41:40",3.4840044121584226,-0.0009843051419335,36.46650026862773,0.0006,0.0,3148.829,1.622125485521159,B0005_discharge.csv
71,243,24,"04 May 2008, 09:40:11",3.508463137681321,-0.0036435025057367,36.01706887738058,0.0006,0.0,3149.094,1.6113256603765849,B0005_discharge.csv
72,247,24,"04 May 2008, 14:38:13",3.5037872856177814,-0.0005279739237306,36.12135272151406,0.0008,0.0,3140.547,1.6065631397488385,B0005_discharge.csv
73,251,24,"04 May 2008, 19:37:07",3.500128756881619,0.0005102798844256,36.20196694501621,0.0006,0.0,3131.625,1.6015142233917594,B0005_discharge.csv
74,255,24,"05 May 2008, 00:35:53",3.517670766414221,-0.0030990560950762,35.866603104888924,0.0006,0.0,3121.907,1.590369231400328,B0005_discharge.csv
75,259,24,"05 May 2008, 05:28:13",3.5174486086806094,-0.0044043159451696,35.80553827573819,0.0006,0.0,3122.125,1.5857889968242211,B0005_discharge.csv
76,263,24,"05 May 2008, 11:41:31",3.516013267212138,-0.0016636018441401,35.6702666979063,0.0006,0.0,3121.672,1.5849430707374117,B0005_discharge.csv
77,265,24,"05 May 2008, 20:40:08",3.496983701999225,-0.0011241793683491,36.34696099274405,0.0006,0.0,3120.86,1.5955263892495937,B0005_discharge.csv
78,269,24,"06 May 2008, 01:38:46",3.5202208637731656,-0.0039739540152495,35.52300699242159,0.0006,0.0,3103.828,1.5747301747801037,B0005_discharge.csv
79,273,24,"06 May 2008, 06:37:06",3.5292256839082072,6.06992212159233e-05,35.266958925197905,0.0006,0.0,3095.094,1.5649019950937946,B0005_discharge.csv
80,277,24,"06 May 2008, 11:25:21",3.5307259447794728,-0.0006247516420891,35.3504279543354,0.0006,0.0,3095.781,1.5597659473370362,B0005_discharge.csv
81,281,24,"06 May 2008, 16:23:36",3.521290948363061,-0.0020655979349636,35.94137693420669,0.0006,0.0,3094.328,1.5594815668184234,B0005_discharge.csv
82,285,24,"06 May 2008, 21:21:49",3.5235359008769405,-0.0036616920097465,36.04660208501775,0.0006,0.0,3086.531,1.55468935359061,B0005_discharge.csv
83,289,24,"07 May 2008, 02:17:25",3.5255241756932247,-5.646965482781069e-05,35.84567238345344,0.0006,0.0,3085.625,1.5488741079890418,B0005_discharge.csv
84,293,24,"07 May 2008, 07:04:02",3.5348337871327056,-0.0003089657136963,35.579783237597425,0.0006,0.0,3067.203,1.538236598942558,B0005_discharge.csv
85,297,24,"07 May 2008, 12:01:49",3.5459029204528467,-0.0018215044752579,35.18876167083574,0.0008,0.0,3058.157,1.527914258251028,B0005_discharge.csv
86,301,24,"07 May 2008, 16:59:29",3.536266004226858,0.0006417277352992,35.64399546549477,0.0006,0.0,3058.812,1.5285252629756445,B0005_discharge.csv
87,305,24,"07 May 2008, 21:56:09",3.5468067055591166,-0.0024171678108397,35.70451576896293,0.0006,0.0,3058.578,1.522647325284378,B0005_discharge.csv
88,309,24,"08 May 2008, 02:53:49",3.5480287197333853,-0.003290911050271,35.75012465537795,0.0006,0.0,3049.328,1.5174859938489869,B0005_discharge.csv
89,312,24,"09 May 2008, 12:25:07",3.5250502230997878,-0.0010560505924284,36.01263661852166,0.0006,0.0,3177.219,1.605818899130659,B0005_discharge.csv
90,315,24,"09 May 2008, 20:28:09",3.494044837570843,-0.0007426552595591,36.76362118255289,0.0006,0.0,3082.937,1.5638491446744425,B0005_discharge.csv
91,319,24,"10 May 2008, 01:21:56",3.51004183648376,-0.0017631427961074,36.50230588330288,0.0006,0.0,3074.266,1.5480915247767786,B0005_discharge.csv
92,323,24,"10 May 2008, 06:18:12",3.5359247595765018,0.001569723796209,35.91017220677914,0.0006,0.0,3066.0,1.5323755631868592,B0005_discharge.csv
93,327,24,"10 May 2008, 11:16:04",3.5293508069521957,-0.0039701157301653,35.8789724790072,0.0006,0.0,3056.437,1.5269528268489705,B0005_discharge.csv
94,331,24,"10 May 2008, 16:11:56",3.5418570338179896,-0.0010858666379497,35.62922817025395,0.0006,0.0,3048.219,1.5169573017136326,B0005_discharge.csv
95,335,24,"10 May 2008, 21:07:54",3.540101144510816,-0.0017455531501402,35.75119139564094,0.0006,0.0,3039.218,1.511897596014269,B0005_discharge.csv
96,339,24,"11 May 2008, 02:05:21",3.545308234960168,-0.0014086197388525,35.64438752174055,0.0006,0.0,3039.047,1.5065638960681105,B0005_discharge.csv
97,343,24,"11 May 2008, 06:55:27",3.543070358154518,-0.0020121319015413,35.71781750151812,0.0006,0.0,3030.375,1.5015453526671363,B0005_discharge.csv
98,347,24,"11 May 2008, 11:52:47",3.5580353781991203,-0.0047924352671699,35.468157504838004,0.0008,0.0,3021.0,1.4908444050400238,B0005_discharge.csv
99,351,24,"11 May 2008, 16:49:58",3.5619975525663654,0.0006217348755526,35.41772195105018,0.0006,0.0,3021.75,1.485868384561201,B0005_discharge.csv
100,355,24,"11 May 2008, 21:47:12",3.5617346249744624,-0.0017731134003002,35.44065808413917,0.0008,0.0,3012.265,1.480413677976106,B0005_discharge.csv
101,359,24,"12 May 2008, 02:36:58",3.5627431724748324,-0.0006826543303781,35.439411621482165,0.0006,0.0,3002.641,1.4752095869031632,B0005_discharge.csv
102,363,24,"12 May 2008, 12:56:34",3.544836812063795,-0.0012296805399806,35.71444213967455,0.0008,0.0,3012.0,1.4859035988304024,B0005_discharge.csv
103,366,24,"12 May 2008, 18:59:59",3.5358343175174807,-0.005346170114887,36.32232580944245,0.0006,0.0,3020.11,1.4960918298136696,B0005_discharge.csv
104,370,24,"12 May 2008, 23:53:17",3.544628258601667,-0.0026229525536376,36.14370701766192,0.0006,0.0,3002.172000000006,1.4808005946928984,B0005_discharge.csv
105,374,24,"13 May 2008, 04:35:25",3.556359815036754,-0.0012078322390314,35.81782913450557,0.0008,0.0,2992.703,1.4697543268466824,B0005_discharge.csv
106,378,24,"13 May 2008, 09:24:04",3.5574151609154883,-0.0033190716918418,35.64502538652201,0.0006,0.0,2964.468,1.4539012274845928,B0005_discharge.csv
107,382,24,"13 May 2008, 14:20:24",3.570394142327151,0.0015596672777035,35.3909783963713,0.0008,0.0,2983.375,1.454146206723569,B0005_discharge.csv
108,386,24,"13 May 2008, 19:04:20",3.557697563432477,-0.0016063334022506,35.90172424296188,0.0008,0.0,2975.297,1.455023751906683,B0005_discharge.csv
109,390,24,"13 May 2008, 23:59:26",3.5621145720736376,-0.0025226927417762,35.87657254499655,0.0006,0.0,2974.9850000000006,1.449042163761236,B0005_discharge.csv
110,394,24,"14 May 2008, 04:55:57",3.576830514745812,-0.0014236462613207,35.37052396634794,0.0008,0.0,2966.25,1.4386709371480566,B0005_discharge.csv
111,398,24,"14 May 2008, 09:52:22",3.5772132537111867,-0.0023479432068156,35.31944751936039,0.0006,0.0,2956.359,1.433445432156979,B0005_discharge.csv
112,402,24,"14 May 2008, 14:35:22",3.569684885614067,-0.0039871920033828,35.63996182249638,0.0006,0.0,2956.344,1.4333958900838095,B0005_discharge.csv
113,406,24,"14 May 2008, 19:31:39",3.5763051299071056,-0.002115022970472,35.68616080887089,0.0006,0.0,2956.406,1.42806487344776,B0005_discharge.csv
114,410,24,"15 May 2008, 00:27:55",3.5780032001762248,-0.004832065414542,35.572241943508665,0.0006,0.0,2947.266,1.4229203181741186,B0005_discharge.csv
115,414,24,"15 May 2008, 05:24:04",3.5782529159417336,-0.0022715263657969,35.41162230145362,0.0006,0.0,2937.984,1.417429032731308,B0005_discharge.csv
116,418,24,"15 May 2008, 10:20:03",3.57952648091485,0.0003379455564793,35.29541793323776,0.0006,0.0,2929.125,1.412409228794446,B0005_discharge.csv
117,422,24,"15 May 2008, 15:10:59",3.573309098710338,-0.0045531228413982,35.60791877576871,0.0006,0.0,2928.454,1.412578792940193,B0005_discharge.csv
118,426,24,"15 May 2008, 19:56:47",3.5808535254697578,-0.0004079778230933,35.72414943395157,0.0008,0.0,2929.375,1.4075983731469897,B0005_discharge.csv
119,430,24,"16 May 2008, 16:54:59",3.555891725331888,-0.0030115302310733,35.903997506455866,0.0008,0.0,2946.031,1.4333920485221476,B0005_discharge.csv
120,432,24,"16 May 2008, 21:37:39",3.551885409283692,-0.0027077819490929,36.11670037500237,0.0008,0.0,2955.438,1.4382550176792908,B0005_discharge.csv
121,436,24,"17 May 2008, 02:32:13",3.5736151200402326,-0.0021904666779608,35.48818285942285,0.0006,0.0,2937.625,1.4173547174485526,B0005_discharge.csv
122,440,24,"17 May 2008, 07:25:19",3.582249809980573,-0.0005202572147429,35.09068818463004,0.0006,0.0,2929.078,1.406981663677643,B0005_discharge.csv
123,444,24,"17 May 2008, 12:21:15",3.5821071034262646,-0.00088301526414,35.08313938846722,0.0006,0.0,2918.375,1.4012037783587623,B0005_discharge.csv
124,448,24,"17 May 2008, 17:15:37",3.5845442528815368,0.0008061978411406,34.98209371471252,0.0006,0.0,2919.812,1.3967008232726328,B0005_discharge.csv
125,452,24,"17 May 2008, 22:10:51",3.582997063524048,-0.0013093723544827,35.084719139558686,0.0006,0.0,2900.422,1.391284788852726,B0005_discharge.csv
126,456,24,"18 May 2008, 03:05:19",3.585576080990165,-0.001703344415614,34.94908275625882,0.0006,0.0,2901.375,1.3862287677978349,B0005_discharge.csv
127,460,24,"18 May 2008, 08:00:50",3.59109083848252,0.0008809845830174,34.70452784918293,0.0006,0.0,2901.187,1.3804366761974138,B0005_discharge.csv
128,464,24,"18 May 2008, 12:44:48",3.594060583971402,-0.002624300994454,34.667131314804806,0.0006,0.0,2891.64,1.3752364150256224,B0005_discharge.csv
129,468,24,"18 May 2008, 17:36:29",3.5911079597852744,-0.0015294483890347,34.73478777612848,0.0006,0.0,2882.906,1.3705128024895008,B0005_discharge.csv
130,472,24,"18 May 2008, 22:31:45",3.5888120102866528,-0.0017821338119629,34.79017756073964,0.0006,0.0,2883.265,1.37050855662704,B0005_discharge.csv
131,476,24,"19 May 2008, 03:27:07",3.5942147923006207,-0.003192486164154,34.602741893421936,0.0006,0.0,2882.969,1.3647355108681518,B0005_discharge.csv
132,480,24,"19 May 2008, 15:34:33",3.5833415219285625,-0.0053814321049613,35.2008024262739,0.0006,0.0,2891.656,1.375392016895762,B0005_discharge.csv
133,482,24,"19 May 2008, 20:59:48",3.5804307189370586,-0.001133734357992,35.37656984223691,0.0006,0.0,2901.25,1.3861115151535393,B0005_discharge.csv
134,484,24,"20 May 2008, 01:16:42",3.592441816132449,0.0008418702493247,35.02073678939035,0.0006,0.0,2891.703,1.369850003583894,B0005_discharge.csv
135,488,24,"20 May 2008, 06:12:06",3.589331565362288,-0.0025022403604277,34.920082190571925,0.0006,0.0,2883.016,1.3647827949260758,B0005_discharge.csv
136,492,24,"20 May 2008, 11:07:23",3.6022883230364853,-0.0024327129563109,34.51525447844097,0.0006,0.0,2873.453,1.3543220466259964,B0005_discharge.csv
137,496,24,"20 May 2008, 15:57:27",3.59702121364665,-0.0066057269858685,34.95922357150939,0.0006,0.0,2874.031,1.3546417018378962,B0005_discharge.csv
138,500,24,"20 May 2008, 20:50:39",3.592312208409236,-0.00022279767609,35.09464992185514,0.0006,0.0,2874.234,1.354703921319241,B0005_discharge.csv
139,504,24,"21 May 2008, 01:39:38",3.595500119430284,1.2091638201411586e-05,34.87110957277296,0.0006,0.0,2864.984,1.349314997503458,B0005_discharge.csv
140,508,24,"21 May 2008, 06:24:27",3.596823461162057,0.0019165342987928,34.64809421735341,0.0006,0.0,2855.093,1.3441891937970554,B0005_discharge.csv
141,512,24,"21 May 2008, 11:18:06",3.6018356753071044,-0.0020306932429164,34.44831392782199,0.0006,0.0,2855.625,1.3389913790695755,B0005_discharge.csv
142,516,24,"21 May 2008, 16:10:21",3.599344813796693,-0.0002295519506749,34.76318323355694,0.0006,0.0,2855.594,1.3389145230206971,B0005_discharge.csv
143,520,24,"21 May 2008, 21:02:09",3.6035790390364575,0.0001922589020998,34.67711120224962,0.0006,0.0,2847.437,1.3340066759761655,B0005_discharge.csv
144,524,24,"22 May 2008, 01:42:59",3.605860961214576,-0.0011876351800897,34.35552173340636,0.0006,0.0,2847.36,1.3286444309174914,B0005_discharge.csv
145,528,24,"22 May 2008, 06:32:40",3.6105078495292338,-0.0015026563129952,34.13298084323835,0.0006,0.0,2837.328,1.323170899227622,B0005_discharge.csv
146,532,24,"22 May 2008, 11:23:22",3.61626290751396,-0.0003439261609216,33.97306701477755,0.0006,0.0,2837.281,1.3181691588445197,B0005_discharge.csv
147,536,24,"22 May 2008, 16:17:58",3.613479485589363,0.0020143124267129,34.37394890213937,0.0006,0.0,2838.515,1.3184664436640334,B0005_discharge.csv
148,540,24,"22 May 2008, 20:59:50",3.607069040532739,-0.0014352575759659,34.44341685363402,0.0006,0.0,2828.328,1.318293040102702,B0005_discharge.csv
149,544,24,"23 May 2008, 12:13:16",3.602312680677842,-0.0048215869677359,33.98038017264453,0.0006,0.0,2838.265,1.323872422244268,B0005_discharge.csv
150,547,24,"23 May 2008, 20:14:29",3.5779277610645237,-0.0040810001592985,34.97066611271971,0.0006,0.0,2864.547,1.3601216766554785,B0005_discharge.csv
151,551,24,"24 May 2008, 01:09:21",3.593974644865168,-0.0044314008570034,34.68949035902289,0.0006,0.0,2846.39,1.3395306867947354,B0005_discharge.csv
152,555,24,"24 May 2008, 06:00:20",3.60427474021818,4.305025960299412e-05,34.35560664546322,0.0006,0.0,2837.969,1.3290286565120697,B0005_discharge.csv
153,559,24,"24 May 2008, 10:42:50",3.608769672096698,-0.0019502710177484,34.179860361804735,0.0006,0.0,2838.156,1.3236741274998955,B0005_discharge.csv
154,563,24,"24 May 2008, 15:31:10",3.6093877067067006,-0.00199102090187,34.14567217244527,0.0006,0.0,2829.843,1.318633896753293,B0005_discharge.csv
155,567,24,"24 May 2008, 20:21:13",3.614933900308572,-0.0019041668183299,33.99467216653128,0.0006,0.0,2829.625,1.3134751321324272,B0005_discharge.csv
156,571,24,"25 May 2008, 01:06:49",3.609023225479784,-0.002823704674822,34.16712024760808,0.0006,0.0,2819.437,1.3132020634442203,B0005_discharge.csv
157,575,24,"25 May 2008, 05:57:17",3.6143313479608814,-0.0038242385348969,33.97599952110498,0.0006,0.0,2819.579,1.3077959946944353,B0005_discharge.csv
158,579,24,"25 May 2008, 10:51:37",3.61782445722146,-0.0045082893180358,33.982224969859004,0.0006,0.0,2810.672,1.3030329186405918,B0005_discharge.csv
159,583,24,"25 May 2008, 15:37:08",3.613087210473896,-0.0033928088513355,34.078996220636874,0.0008,0.0,2811.485,1.3033573559038203,B0005_discharge.csv
160,587,24,"25 May 2008, 20:23:04",3.6070395495118257,-0.0056266402784177,34.30494727332375,0.0006,0.0,2802.422,1.3034100438655642,B0005_discharge.csv
161,591,24,"26 May 2008, 01:13:02",3.61490941179153,-0.0041505855757588,34.12626262781833,0.0006,0.0,2801.625,1.2978870806495706,B0005_discharge.csv
162,595,24,"26 May 2008, 06:01:08",3.6109037542764746,0.0009187473289653,34.13529495466968,0.0006,0.0,2802.031,1.2980735056918902,B0005_discharge.csv
163,599,24,"26 May 2008, 10:44:38",3.615560501886754,-0.0025484515689907,34.0756490349882,0.0006,0.0,2793.39,1.293463613844243,B0005_discharge.csv
164,603,24,"26 May 2008, 15:30:43",3.621191032853697,-0.0024601825801807,33.991349533915816,0.0006,0.0,2793.39,1.288003392619118,B0005_discharge.csv
165,607,24,"26 May 2008, 20:21:04",3.619185104906403,0.0004778014371146,34.059198400298385,0.0006,0.0,2792.485,1.2874525221379407,B0005_discharge.csv
166,611,24,"27 May 2008, 15:52:41",3.5953649734437896,-0.0023415053515697,34.55651436751892,0.0006,0.0,2802.016,1.3090153642307354,B0005_discharge.csv
167,613,24,"27 May 2008, 20:45:42",3.589937388761665,-0.0005833472584575,34.40592045769559,0.0006,0.0,2820.39,1.3250793286429356,B0005_discharge.csv
168,1,24,"02 Apr 2008, 15:25:41",2.4757677568281857,-2.0094358918725432,39.16298653238707,-1.999,1.653,3690.234,2.035337591005598,B0006_discharge.csv
